fact
sail(1,1,1).
sail(5,1,5).
sail(3,1,3).
sail(2,1,2).
sail(25,5,5).
sail(15,3,5).
sail(10,2,5).
sail(9,3,3).
sail(6,2,3).
sail(4,2,2).
sail(125,25,5).
sail(75,15,5).
sail(50,10,5).
sail(45,9,5).
sail(30,6,5).
sail(20,4,5).
sail(27,9,3).
sail(18,6,3).
sail(12,4,3).
sail(8,4,2).
sail(625,125,5).
sail(375,75,5).
sail(250,50,5).
sail(225,45,5).
sail(150,30,5).
sail(100,20,5).
sail(135,27,5).
sail(90,18,5).
sail(60,12,5).
sail(40,8,5).
sail(81,27,3).
sail(54,18,3).
sail(36,12,3).
sail(24,8,3).
sail(16,8,2).
sail(3125,625,5).
sail(1875,375,5).
sail(1250,250,5).
sail(1125,225,5).
sail(750,150,5).
sail(500,100,5).
sail(675,135,5).
sail(450,90,5).
sail(300,60,5).
sail(200,40,5).
sail(405,81,5).
sail(270,54,5).
sail(180,36,5).
sail(120,24,5).
sail(80,16,5).
sail(243,81,3).
sail(162,54,3).
sail(108,36,3).
sail(72,24,3).
sail(48,16,3).
sail(32,16,2).
sail(15625,3125,5).
sail(9375,1875,5).
sail(6250,1250,5).
sail(5625,1125,5).
sail(3750,750,5).
sail(2500,500,5).
sail(3375,675,5).
sail(2250,450,5).
sail(1500,300,5).
sail(1000,200,5).
sail(2025,405,5).
sail(1350,270,5).
sail(900,180,5).
sail(600,120,5).
sail(400,80,5).
sail(1215,243,5).
sail(810,162,5).
sail(540,108,5).
sail(360,72,5).
sail(240,48,5).
sail(160,32,5).
sail(729,243,3).
sail(486,162,3).
sail(324,108,3).
sail(216,72,3).
sail(144,48,3).
sail(96,32,3).
sail(64,32,2).
sail(78125,15625,5).
sail(46875,9375,5).
sail(31250,6250,5).
sail(28125,5625,5).
sail(18750,3750,5).
sail(12500,2500,5).
sail(16875,3375,5).
sail(11250,2250,5).
sail(7500,1500,5).
sail(5000,1000,5).
sail(10125,2025,5).
sail(6750,1350,5).
sail(4500,900,5).
sail(3000,600,5).
sail(2000,400,5).
sail(6075,1215,5).
sail(4050,810,5).
sail(2700,540,5).
sail(1800,360,5).
sail(1200,240,5).
sail(800,160,5).
sail(3645,729,5).
sail(2430,486,5).
sail(1620,324,5).
sail(1080,216,5).
sail(720,144,5).
sail(480,96,5).
sail(320,64,5).
sail(2187,729,3).
sail(1458,486,3).
sail(972,324,3).
sail(648,216,3).
sail(432,144,3).
sail(288,96,3).
sail(192,64,3).
sail(128,64,2).
sail(390625,78125,5).
sail(234375,46875,5).
sail(156250,31250,5).
sail(140625,28125,5).
sail(93750,18750,5).
sail(62500,12500,5).
sail(84375,16875,5).
sail(56250,11250,5).
sail(37500,7500,5).
sail(25000,5000,5).
sail(50625,10125,5).
sail(33750,6750,5).
sail(22500,4500,5).
sail(15000,3000,5).
sail(10000,2000,5).
sail(30375,6075,5).
sail(20250,4050,5).
sail(13500,2700,5).
sail(9000,1800,5).
sail(6000,1200,5).
sail(4000,800,5).
sail(18225,3645,5).
sail(12150,2430,5).
sail(8100,1620,5).
sail(5400,1080,5).
sail(3600,720,5).
sail(2400,480,5).
sail(1600,320,5).
sail(10935,2187,5).
sail(7290,1458,5).
sail(4860,972,5).
sail(3240,648,5).
sail(2160,432,5).
sail(1440,288,5).
sail(960,192,5).
sail(640,128,5).
sail(6561,2187,3).
sail(4374,1458,3).
sail(2916,972,3).
sail(1944,648,3).
sail(1296,432,3).
sail(864,288,3).
sail(576,192,3).
sail(384,128,3).
sail(256,128,2).
sail(781250,156250,5).
sail(703125,140625,5).
sail(468750,93750,5).
sail(312500,62500,5).
sail(421875,84375,5).
sail(281250,56250,5).
sail(187500,37500,5).
sail(125000,25000,5).
sail(253125,50625,5).
sail(168750,33750,5).
sail(112500,22500,5).
sail(75000,15000,5).
sail(50000,10000,5).
sail(151875,30375,5).
sail(101250,20250,5).
sail(67500,13500,5).
sail(45000,9000,5).
sail(30000,6000,5).
sail(20000,4000,5).
sail(91125,18225,5).
sail(60750,12150,5).
sail(40500,8100,5).
sail(27000,5400,5).
sail(18000,3600,5).
sail(12000,2400,5).
sail(8000,1600,5).
sail(54675,10935,5).
sail(36450,7290,5).
sail(24300,4860,5).
sail(16200,3240,5).
sail(10800,2160,5).
sail(7200,1440,5).
sail(4800,960,5).
sail(3200,640,5).
sail(32805,6561,5).
sail(21870,4374,5).
sail(14580,2916,5).
sail(9720,1944,5).
sail(6480,1296,5).
sail(4320,864,5).
sail(2880,576,5).
sail(1920,384,5).
sail(1280,256,5).
sail(19683,6561,3).
sail(13122,4374,3).
sail(8748,2916,3).
sail(5832,1944,3).
sail(3888,1296,3).
sail(2592,864,3).
sail(1728,576,3).
sail(1152,384,3).
sail(768,256,3).
sail(512,256,2).
sail(937500,187500,5).
sail(625000,125000,5).
sail(843750,168750,5).
sail(562500,112500,5).
sail(375000,75000,5).
sail(250000,50000,5).
sail(759375,151875,5).
sail(506250,101250,5).
sail(337500,67500,5).
sail(225000,45000,5).
sail(150000,30000,5).
sail(100000,20000,5).
sail(455625,91125,5).
sail(303750,60750,5).
sail(202500,40500,5).
sail(135000,27000,5).
sail(90000,18000,5).
sail(60000,12000,5).
sail(40000,8000,5).
sail(273375,54675,5).
sail(182250,36450,5).
sail(121500,24300,5).
sail(81000,16200,5).
sail(54000,10800,5).
sail(36000,7200,5).
sail(24000,4800,5).
sail(16000,3200,5).
sail(164025,32805,5).
sail(109350,21870,5).
sail(72900,14580,5).
sail(48600,9720,5).
sail(32400,6480,5).
sail(21600,4320,5).
sail(14400,2880,5).
sail(9600,1920,5).
sail(6400,1280,5).
sail(98415,19683,5).
sail(65610,13122,5).
sail(43740,8748,5).
sail(29160,5832,5).
sail(19440,3888,5).
sail(12960,2592,5).
sail(8640,1728,5).
sail(5760,1152,5).
sail(3840,768,5).
sail(2560,512,5).
sail(59049,19683,3).
sail(39366,13122,3).
sail(26244,8748,3).
sail(17496,5832,3).
sail(11664,3888,3).
sail(7776,2592,3).
sail(5184,1728,3).
sail(3456,1152,3).
sail(2304,768,3).
sail(1536,512,3).
sail(1024,512,2).
sail(750000,150000,5).
sail(500000,100000,5).
sail(675000,135000,5).
sail(450000,90000,5).
sail(300000,60000,5).
sail(200000,40000,5).
sail(911250,182250,5).
sail(607500,121500,5).
sail(405000,81000,5).
sail(270000,54000,5).
sail(180000,36000,5).
sail(120000,24000,5).
sail(80000,16000,5).
sail(820125,164025,5).
sail(546750,109350,5).
sail(364500,72900,5).
sail(243000,48600,5).
sail(162000,32400,5).
sail(108000,21600,5).
sail(72000,14400,5).
sail(48000,9600,5).
sail(32000,6400,5).
sail(492075,98415,5).
sail(328050,65610,5).
sail(218700,43740,5).
sail(145800,29160,5).
sail(97200,19440,5).
sail(64800,12960,5).
sail(43200,8640,5).
sail(28800,5760,5).
sail(19200,3840,5).
sail(12800,2560,5).
sail(295245,59049,5).
sail(196830,39366,5).
sail(131220,26244,5).
