fact
sail(1,1,1).
sail(5,1,5).
sail(3,1,3).
sail(2,1,2).
sail(25,5,5).
sail(15,3,5).
sail(10,2,5).
sail(9,3,3).
sail(6,2,3).
sail(4,2,2).
sail(125,25,5).
sail(75,15,5).
sail(50,10,5).
sail(45,9,5).
sail(30,6,5).
sail(20,4,5).
sail(27,9,3).
sail(18,6,3).
sail(12,4,3).
sail(8,4,2).
sail(625,125,5).
sail(375,75,5).
sail(250,50,5).
sail(225,45,5).
sail(150,30,5).
sail(100,20,5).
sail(135,27,5).
sail(90,18,5).
sail(60,12,5).
sail(40,8,5).
sail(81,27,3).
sail(54,18,3).
sail(36,12,3).
sail(24,8,3).
sail(16,8,2).
sail(3125,625,5).
sail(1875,375,5).
sail(1250,250,5).
sail(1125,225,5).
sail(750,150,5).
sail(500,100,5).
sail(675,135,5).
sail(450,90,5).
sail(300,60,5).
sail(200,40,5).
sail(405,81,5).
sail(270,54,5).
sail(180,36,5).
sail(120,24,5).
sail(80,16,5).
sail(243,81,3).
sail(162,54,3).
sail(108,36,3).
sail(72,24,3).
sail(48,16,3).
sail(32,16,2).
sail(15625,3125,5).
sail(9375,1875,5).
sail(6250,1250,5).
sail(5625,1125,5).
sail(3750,750,5).
sail(2500,500,5).
sail(3375,675,5).
sail(2250,450,5).
sail(1500,300,5).
sail(1000,200,5).
sail(2025,405,5).
sail(1350,270,5).
sail(900,180,5).
sail(600,120,5).
sail(400,80,5).
sail(1215,243,5).
sail(810,162,5).
sail(540,108,5).
sail(360,72,5).
sail(240,48,5).
sail(160,32,5).
sail(729,243,3).
sail(486,162,3).
sail(324,108,3).
sail(216,72,3).
sail(144,48,3).
sail(96,32,3).
sail(64,32,2).
sail(78125,15625,5).
sail(46875,9375,5).
sail(31250,6250,5).
sail(28125,5625,5).
sail(18750,3750,5).
sail(12500,2500,5).
sail(16875,3375,5).
sail(11250,2250,5).
sail(7500,1500,5).
sail(5000,1000,5).
sail(10125,2025,5).
sail(6750,1350,5).
sail(4500,900,5).
sail(3000,600,5).
sail(2000,400,5).
sail(6075,1215,5).
sail(4050,810,5).
sail(2700,540,5).
sail(1800,360,5).
sail(1200,240,5).
sail(800,160,5).
sail(3645,729,5).
sail(2430,486,5).
sail(1620,324,5).
sail(1080,216,5).
sail(720,144,5).
sail(480,96,5).
sail(320,64,5).
sail(2187,729,3).
sail(1458,486,3).
sail(972,324,3).
sail(648,216,3).
sail(432,144,3).
sail(288,96,3).
sail(192,64,3).
sail(128,64,2).
sail(93750,18750,5).
sail(62500,12500,5).
sail(84375,16875,5).
sail(56250,11250,5).
sail(37500,7500,5).
sail(25000,5000,5).
sail(50625,10125,5).
sail(33750,6750,5).
sail(22500,4500,5).
sail(15000,3000,5).
sail(10000,2000,5).
sail(30375,6075,5).
sail(20250,4050,5).
sail(13500,2700,5).
sail(9000,1800,5).
sail(6000,1200,5).
sail(4000,800,5).
sail(18225,3645,5).
sail(12150,2430,5).
sail(8100,1620,5).
sail(5400,1080,5).
sail(3600,720,5).
sail(2400,480,5).
sail(1600,320,5).
sail(10935,2187,5).
sail(7290,1458,5).
sail(4860,972,5).
sail(3240,648,5).
sail(2160,432,5).
sail(1440,288,5).
sail(960,192,5).
sail(640,128,5).
sail(6561,2187,3).
sail(4374,1458,3).
sail(2916,972,3).
sail(1944,648,3).
sail(1296,432,3).
sail(864,288,3).
sail(576,192,3).
sail(384,128,3).
sail(256,128,2).
sail(75000,15000,5).
sail(50000,10000,5).
sail(67500,13500,5).
sail(45000,9000,5).
sail(30000,6000,5).
sail(20000,4000,5).
sail(91125,18225,5).
sail(60750,12150,5).
sail(40500,8100,5).
sail(27000,5400,5).
sail(18000,3600,5).
sail(12000,2400,5).
sail(8000,1600,5).
sail(54675,10935,5).
sail(36450,7290,5).
sail(24300,4860,5).
sail(16200,3240,5).
sail(10800,2160,5).
sail(7200,1440,5).
sail(4800,960,5).
sail(3200,640,5).
sail(32805,6561,5).
sail(21870,4374,5).
sail(14580,2916,5).
sail(9720,1944,5).
sail(6480,1296,5).
sail(4320,864,5).
sail(2880,576,5).
sail(1920,384,5).
sail(1280,256,5).
sail(19683,6561,3).
sail(13122,4374,3).
sail(8748,2916,3).
sail(5832,1944,3).
sail(3888,1296,3).
sail(2592,864,3).
sail(1728,576,3).
sail(1152,384,3).
sail(768,256,3).
sail(512,256,2).
sail(100000,20000,5).
sail(90000,18000,5).
sail(60000,12000,5).
sail(40000,8000,5).
sail(81000,16200,5).
sail(54000,10800,5).
sail(36000,7200,5).
sail(24000,4800,5).
sail(16000,3200,5).
sail(72900,14580,5).
sail(48600,9720,5).
sail(32400,6480,5).
sail(21600,4320,5).
sail(14400,2880,5).
sail(9600,1920,5).
sail(6400,1280,5).
sail(98415,19683,5).
sail(65610,13122,5).
sail(43740,8748,5).
sail(29160,5832,5).
sail(19440,3888,5).
sail(12960,2592,5).
sail(8640,1728,5).
sail(5760,1152,5).
sail(3840,768,5).
sail(2560,512,5).
sail(59049,19683,3).
sail(39366,13122,3).
sail(26244,8748,3).
sail(17496,5832,3).
sail(11664,3888,3).
sail(7776,2592,3).
sail(5184,1728,3).
sail(3456,1152,3).
sail(2304,768,3).
sail(1536,512,3).
sail(1024,512,2).
sail(80000,16000,5).
sail(72000,14400,5).
sail(48000,9600,5).
sail(32000,6400,5).
sail(97200,19440,5).
sail(64800,12960,5).
sail(43200,8640,5).
sail(28800,5760,5).
sail(19200,3840,5).
sail(12800,2560,5).
sail(87480,17496,5).
sail(58320,11664,5).
sail(38880,7776,5).
sail(25920,5184,5).
sail(17280,3456,5).
sail(11520,2304,5).
sail(7680,1536,5).
sail(5120,1024,5).
sail(78732,26244,3).
sail(52488,17496,3).
sail(34992,11664,3).
sail(23328,7776,3).
sail(15552,5184,3).
sail(10368,3456,3).
sail(6912,2304,3).
sail(4608,1536,3).
sail(3072,1024,3).
sail(2048,1024,2).
sail(96000,19200,5).
sail(64000,12800,5).
sail(86400,17280,5).
sail(57600,11520,5).
sail(38400,7680,5).
sail(25600,5120,5).
sail(77760,15552,5).
sail(51840,10368,5).
sail(34560,6912,5).
sail(23040,4608,5).
sail(15360,3072,5).
sail(10240,2048,5).
sail(69984,23328,3).
sail(46656,15552,3).
sail(31104,10368,3).
sail(20736,6912,3).
sail(13824,4608,3).
sail(9216,3072,3).
sail(6144,2048,3).
sail(4096,2048,2).
sail(76800,15360,5).
sail(51200,10240,5).
sail(69120,13824,5).
sail(46080,9216,5).
sail(30720,6144,5).
sail(20480,4096,5).
sail(93312,31104,3).
sail(62208,20736,3).
sail(41472,13824,3).
sail(27648,9216,3).
sail(18432,6144,3).
sail(12288,4096,3).
sail(8192,4096,2).
sail(92160,18432,5).
sail(61440,12288,5).
sail(40960,8192,5).
sail(82944,27648,3).
sail(55296,18432,3).
sail(36864,12288,3).
sail(24576,8192,3).
sail(16384,8192,2).
sail(81920,16384,5).
sail(73728,24576,3).
sail(49152,16384,3).
