fact
sail(1,1,1).
sail(5,1,5).
sail(3,1,3).
sail(2,1,2).
sail(25,5,5).
sail(15,3,5).
sail(10,2,5).
sail(9,3,3).
sail(6,2,3).
sail(4,2,2).
sail(125,25,5).
sail(75,15,5).
sail(50,10,5).
sail(45,9,5).
sail(30,6,5).
sail(20,4,5).
sail(27,9,3).
sail(18,6,3).
sail(12,4,3).
sail(8,4,2).
sail(625,125,5).
sail(375,75,5).
sail(250,50,5).
sail(225,45,5).
sail(150,30,5).
sail(100,20,5).
sail(135,27,5).
sail(90,18,5).
sail(60,12,5).
sail(40,8,5).
sail(81,27,3).
sail(54,18,3).
sail(36,12,3).
sail(24,8,3).
sail(16,8,2).
sail(750,150,5).
sail(500,100,5).
sail(675,135,5).
sail(450,90,5).
sail(300,60,5).
sail(200,40,5).
sail(405,81,5).
sail(270,54,5).
sail(180,36,5).
sail(120,24,5).
sail(80,16,5).
sail(243,81,3).
sail(162,54,3).
sail(108,36,3).
sail(72,24,3).
sail(48,16,3).
sail(32,16,2).
sail(1000,200,5).
sail(900,180,5).
sail(600,120,5).
sail(400,80,5).
sail(810,162,5).
sail(540,108,5).
sail(360,72,5).
sail(240,48,5).
sail(160,32,5).
sail(729,243,3).
sail(486,162,3).
sail(324,108,3).
sail(216,72,3).
sail(144,48,3).
sail(96,32,3).
sail(64,32,2).
sail(800,160,5).
sail(720,144,5).
sail(480,96,5).
sail(320,64,5).
sail(972,324,3).
sail(648,216,3).
sail(432,144,3).
sail(288,96,3).
sail(192,64,3).
sail(128,64,2).
sail(960,192,5).
sail(640,128,5).
sail(864,288,3).
sail(576,192,3).
sail(384,128,3).
sail(256,128,2).
sail(768,256,3).
sail(512,256,2).
